a,b,c,d,e,f,g,h,i
[0.53229046],1,1,1,1,0.53229046,0.53229046,4.53229046,1
[0.6537878],1,1,1,1,0.6537878,0.6537878,4.6537878,1
[0.53225636],0,0,1,0,0.53225636,0.53225636,1.53225636,0
[0.7395886],0,1,1,1,0.7395886,0.7395886,3.7395886,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.67075944],0,1,1,1,0.67075944,0.67075944,3.67075944,0
[0.44126514],0,0,0,0,0.44126514,0.44126514,0.44126514,0
[0.69978905],1,1,1,1,0.69978905,0.69978905,4.69978905,1
[0.2689428],0,0,0,0,0.2689428,0.2689428,0.2689428,0
[0.29931232],0,0,0,0,0.29931232,0.29931232,0.29931232,0
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.6023979],1,1,1,1,0.6023979,0.6023979,4.6023979,1
[0.59916925],1,1,1,1,0.59916925,0.59916925,4.59916925,1
[0.31313822],1,0,0,0,0.31313822,0.31313822,1.31313822,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.68488723],1,1,1,1,0.68488723,0.68488723,4.68488723,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.42885965],1,0,0,1,0.42885965,0.42885965,2.42885965,0
[0.61085606],1,1,1,1,0.61085606,0.61085606,4.61085606,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.52617145],0,0,0,0,0.52617145,0.52617145,0.52617145,0
[0.5675248],1,1,1,1,0.5675248,0.5675248,4.5675248,1
[0.54502946],0,0,1,0,0.54502946,0.54502946,1.54502946,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.64413965],1,1,1,1,0.64413965,0.64413965,4.64413965,1
[0.65560704],1,1,1,1,0.65560704,0.65560704,4.65560704,1
[0.7255783],1,1,1,1,0.7255783,0.7255783,4.7255783,1
[0.4542853],0,1,1,1,0.4542853,0.4542853,3.4542853,0
[0.5247402],1,1,1,1,0.5247402,0.5247402,4.5247402,1
[0.49702135],0,0,1,0,0.49702135,0.49702135,1.49702135,0
[0.40183768],0,0,0,0,0.40183768,0.40183768,0.40183768,0
[0.47931814],0,0,1,1,0.47931814,0.47931814,2.47931814,0
[0.4019459],1,0,0,0,0.4019459,0.4019459,1.4019459,0
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.54440254],0,1,1,1,0.54440254,0.54440254,3.54440254,0
[0.649142],1,1,1,1,0.649142,0.649142,4.649142,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7856542],1,1,1,1,0.7856542,0.7856542,4.7856542,1
[0.5918009],0,1,1,1,0.5918009,0.5918009,3.5918009,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.64543045],1,1,1,1,0.64543045,0.64543045,4.64543045,1
[0.67063516],1,1,1,1,0.67063516,0.67063516,4.67063516,1
[0.43656483],1,0,0,0,0.43656483,0.43656483,1.43656483,0
[0.6804875],1,1,1,1,0.6804875,0.6804875,4.6804875,1
[0.44181365],0,0,0,0,0.44181365,0.44181365,0.44181365,0
[0.53954494],0,0,0,0,0.53954494,0.53954494,0.53954494,0
[0.38612428],0,0,0,1,0.38612428,0.38612428,1.38612428,0
[0.38784757],1,0,0,1,0.38784757,0.38784757,2.38784757,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.70755696],1,1,1,1,0.70755696,0.70755696,4.70755696,1
[0.7884076],1,1,1,1,0.7884076,0.7884076,4.7884076,1
[0.5152074],0,0,0,0,0.5152074,0.5152074,0.5152074,0
[0.6468222],1,1,1,1,0.6468222,0.6468222,4.6468222,1
[0.460701],0,0,0,0,0.460701,0.460701,0.460701,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.48840666],1,0,1,1,0.48840666,0.48840666,3.48840666,0
[0.59215075],1,1,1,1,0.59215075,0.59215075,4.59215075,1
[0.65988255],1,1,1,1,0.65988255,0.65988255,4.65988255,1
[0.31914166],0,0,0,0,0.31914166,0.31914166,0.31914166,0
[0.5229566],1,1,1,1,0.5229566,0.5229566,4.5229566,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6621163],1,1,1,1,0.6621163,0.6621163,4.6621163,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7868185],1,1,1,1,0.7868185,0.7868185,4.7868185,1
[0.5466672],0,1,1,0,0.5466672,0.5466672,2.5466672,0
[0.8242949],1,1,1,1,0.8242949,0.8242949,4.8242949,1
[0.45128128],1,1,1,1,0.45128128,0.45128128,4.45128128,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.66621995],1,1,1,1,0.66621995,0.66621995,4.66621995,1
[0.47402102],1,0,1,1,0.47402102,0.47402102,3.47402102,0
[0.49783596],0,1,1,1,0.49783596,0.49783596,3.49783596,0
[0.4841026],0,1,1,1,0.4841026,0.4841026,3.4841026,0
[0.2944024],1,0,0,0,0.2944024,0.2944024,1.2944024,0
[0.61127603],1,1,1,1,0.61127603,0.61127603,4.61127603,1
[0.40146017],1,0,0,0,0.40146017,0.40146017,1.40146017,0
[0.60176796],1,1,1,1,0.60176796,0.60176796,4.60176796,1
[0.49820715],1,1,1,1,0.49820715,0.49820715,4.49820715,1
[0.4698748],1,1,1,1,0.4698748,0.4698748,4.4698748,1
[0.78782713],1,1,1,1,0.78782713,0.78782713,4.78782713,1
[0.49100497],1,1,1,1,0.49100497,0.49100497,4.49100497,1
[0.5196861],0,0,0,0,0.5196861,0.5196861,0.5196861,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.62886906],1,1,1,1,0.62886906,0.62886906,4.62886906,1
[0.5987602],0,1,1,1,0.5987602,0.5987602,3.5987602,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.57307667],1,1,1,1,0.57307667,0.57307667,4.57307667,1
[0.3941446],0,0,0,0,0.3941446,0.3941446,0.3941446,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.60039407],0,1,1,1,0.60039407,0.60039407,3.60039407,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8180561],1,1,1,1,0.8180561,0.8180561,4.8180561,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6756227],1,1,1,1,0.6756227,0.6756227,4.6756227,1
[0.5129082],0,1,1,0,0.5129082,0.5129082,2.5129082,0
[0.6105845],1,1,1,1,0.6105845,0.6105845,4.6105845,1
[0.6517824],1,1,1,1,0.6517824,0.6517824,4.6517824,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5929371],0,1,1,1,0.5929371,0.5929371,3.5929371,0
[0.66026044],1,1,1,1,0.66026044,0.66026044,4.66026044,1
[0.63312054],1,1,1,1,0.63312054,0.63312054,4.63312054,1
[0.43514526],0,0,0,0,0.43514526,0.43514526,0.43514526,0
[0.6075598],1,1,1,1,0.6075598,0.6075598,4.6075598,1
[0.72838366],1,1,1,1,0.72838366,0.72838366,4.72838366,1
[0.5962274],0,1,1,1,0.5962274,0.5962274,3.5962274,0
[0.53878707],1,0,1,1,0.53878707,0.53878707,3.53878707,0
[0.60203767],1,1,1,1,0.60203767,0.60203767,4.60203767,1
[0.46821946],0,0,0,1,0.46821946,0.46821946,1.46821946,0
[0.6579032],1,1,1,1,0.6579032,0.6579032,4.6579032,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7883886],1,1,1,1,0.7883886,0.7883886,4.7883886,1
[0.7501226],1,1,1,1,0.7501226,0.7501226,4.7501226,1
[0.5151362],0,0,0,0,0.5151362,0.5151362,0.5151362,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6839748],1,1,1,1,0.6839748,0.6839748,4.6839748,1
[0.5559274],1,1,1,1,0.5559274,0.5559274,4.5559274,1
[0.39612615],1,0,1,1,0.39612615,0.39612615,3.39612615,0
[0.7267976],0,1,1,1,0.7267976,0.7267976,3.7267976,0
[0.4302147],1,0,0,1,0.4302147,0.4302147,2.4302147,0
[0.4994986],1,0,0,0,0.4994986,0.4994986,1.4994986,0
[0.6936997],1,1,1,1,0.6936997,0.6936997,4.6936997,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.67020464],1,1,1,1,0.67020464,0.67020464,4.67020464,1
[0.5478095],0,1,1,0,0.5478095,0.5478095,2.5478095,0
[0.48414424],0,0,0,0,0.48414424,0.48414424,0.48414424,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.66418314],1,1,1,1,0.66418314,0.66418314,4.66418314,1
[0.7538203],0,1,1,1,0.7538203,0.7538203,3.7538203,0
[0.54207784],1,1,1,1,0.54207784,0.54207784,4.54207784,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.45663425],0,0,0,0,0.45663425,0.45663425,0.45663425,0
[0.2980038],1,0,0,1,0.2980038,0.2980038,2.2980038,0
[0.52539116],0,1,1,1,0.52539116,0.52539116,3.52539116,0
[0.6492094],1,1,1,1,0.6492094,0.6492094,4.6492094,1
[0.76746976],1,1,1,1,0.76746976,0.76746976,4.76746976,1
[0.6717907],1,1,1,1,0.6717907,0.6717907,4.6717907,1
[0.48386726],0,1,1,1,0.48386726,0.48386726,3.48386726,0
[0.6513556],1,1,1,1,0.6513556,0.6513556,4.6513556,1
[0.5957737],1,1,1,1,0.5957737,0.5957737,4.5957737,1
[0.7868836],1,1,1,1,0.7868836,0.7868836,4.7868836,1
[0.6379683],1,1,1,1,0.6379683,0.6379683,4.6379683,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.65487236],1,1,1,1,0.65487236,0.65487236,4.65487236,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.37373915],0,0,0,0,0.37373915,0.37373915,0.37373915,0
[0.63048935],0,1,1,1,0.63048935,0.63048935,3.63048935,0
[0.507155],1,1,1,1,0.507155,0.507155,4.507155,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.40040082],0,0,0,0,0.40040082,0.40040082,0.40040082,0
[0.7862972],0,1,1,1,0.7862972,0.7862972,3.7862972,0
[0.61294436],1,1,1,1,0.61294436,0.61294436,4.61294436,1
[0.44815373],1,0,0,1,0.44815373,0.44815373,2.44815373,0
[0.4839094],0,0,1,1,0.4839094,0.4839094,2.4839094,0
[0.41258448],0,0,0,1,0.41258448,0.41258448,1.41258448,0
[0.5860541],1,1,1,1,0.5860541,0.5860541,4.5860541,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.41422293],0,0,0,0,0.41422293,0.41422293,0.41422293,0
[0.54081285],0,1,1,1,0.54081285,0.54081285,3.54081285,0
[0.70760715],1,1,1,1,0.70760715,0.70760715,4.70760715,1
[0.41167933],0,0,0,0,0.41167933,0.41167933,0.41167933,0
[0.5705923],1,1,1,1,0.5705923,0.5705923,4.5705923,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.55968916],1,1,1,1,0.55968916,0.55968916,4.55968916,1
[0.6903259],1,1,1,1,0.6903259,0.6903259,4.6903259,1
[0.72878826],0,1,1,1,0.72878826,0.72878826,3.72878826,0
[0.5777745],1,1,1,1,0.5777745,0.5777745,4.5777745,1
[0.6417032],1,1,1,1,0.6417032,0.6417032,4.6417032,1
[0.61493844],1,1,1,1,0.61493844,0.61493844,4.61493844,1
[0.3794499],1,0,0,1,0.3794499,0.3794499,2.3794499,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7879946],0,1,1,1,0.7879946,0.7879946,3.7879946,0
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.26106787],0,0,0,0,0.26106787,0.26106787,0.26106787,0
[0.5000597],0,0,0,1,0.5000597,0.5000597,1.5000597,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.42401287],0,0,0,1,0.42401287,0.42401287,1.42401287,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.43031582],0,0,0,0,0.43031582,0.43031582,0.43031582,0
[0.6564009],1,1,1,1,0.6564009,0.6564009,4.6564009,1
[0.54297763],0,1,1,1,0.54297763,0.54297763,3.54297763,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.42928115],0,0,0,1,0.42928115,0.42928115,1.42928115,0
[0.5928767],1,1,1,1,0.5928767,0.5928767,4.5928767,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.56619036],1,1,1,1,0.56619036,0.56619036,4.56619036,1
[0.37303734],0,0,0,0,0.37303734,0.37303734,0.37303734,0
[0.55511904],1,1,1,1,0.55511904,0.55511904,4.55511904,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.68218064],1,1,1,1,0.68218064,0.68218064,4.68218064,1
[0.5695772],0,1,1,0,0.5695772,0.5695772,2.5695772,0
[0.59163594],1,1,1,1,0.59163594,0.59163594,4.59163594,1
[0.6592337],0,1,1,1,0.6592337,0.6592337,3.6592337,0
[0.51274204],0,1,1,0,0.51274204,0.51274204,2.51274204,0
[0.78711706],1,1,1,1,0.78711706,0.78711706,4.78711706,1
[0.5941914],1,1,1,1,0.5941914,0.5941914,4.5941914,1
[0.72868717],1,1,1,1,0.72868717,0.72868717,4.72868717,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5577905],0,0,0,1,0.5577905,0.5577905,1.5577905,0
[0.462454],0,0,1,1,0.462454,0.462454,2.462454,0
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.53829384],1,1,1,1,0.53829384,0.53829384,4.53829384,1
[0.7152555],1,1,1,1,0.7152555,0.7152555,4.7152555,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.6031364],1,1,1,1,0.6031364,0.6031364,4.6031364,1
[0.45652547],1,0,0,1,0.45652547,0.45652547,2.45652547,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.4134348],1,0,0,1,0.4134348,0.4134348,2.4134348,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.38793284],0,0,0,1,0.38793284,0.38793284,1.38793284,0
[0.4548669],0,0,0,0,0.4548669,0.4548669,0.4548669,0
[0.6685351],1,1,1,1,0.6685351,0.6685351,4.6685351,1
[0.54400814],0,1,1,1,0.54400814,0.54400814,3.54400814,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.71777976],1,1,1,1,0.71777976,0.71777976,4.71777976,1
[0.46085358],0,0,0,1,0.46085358,0.46085358,1.46085358,0
[0.5241025],1,1,1,1,0.5241025,0.5241025,4.5241025,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.45062158],0,0,0,0,0.45062158,0.45062158,0.45062158,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.4134681],0,1,1,1,0.4134681,0.4134681,3.4134681,0
[0.5441664],1,0,1,0,0.5441664,0.5441664,2.5441664,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.68813396],1,1,1,1,0.68813396,0.68813396,4.68813396,1
[0.68498397],1,1,1,1,0.68498397,0.68498397,4.68498397,1
[0.6675125],1,1,1,1,0.6675125,0.6675125,4.6675125,1
[0.5758147],0,1,1,1,0.5758147,0.5758147,3.5758147,0
[0.35822144],0,0,0,0,0.35822144,0.35822144,0.35822144,0
[0.8138057],1,1,1,1,0.8138057,0.8138057,4.8138057,1
[0.78754306],1,1,1,1,0.78754306,0.78754306,4.78754306,1
[0.5246389],0,0,0,0,0.5246389,0.5246389,0.5246389,0
[0.620924],1,1,1,1,0.620924,0.620924,4.620924,1
[0.5091183],0,1,1,0,0.5091183,0.5091183,2.5091183,0
[0.60994637],0,1,1,1,0.60994637,0.60994637,3.60994637,0
[0.8351492],1,1,1,1,0.8351492,0.8351492,4.8351492,1
[0.474185],0,0,1,0,0.474185,0.474185,1.474185,0
[0.40228695],1,0,0,1,0.40228695,0.40228695,2.40228695,0
[0.5366785],1,1,1,1,0.5366785,0.5366785,4.5366785,1
[0.5716572],1,1,1,1,0.5716572,0.5716572,4.5716572,1
[0.8005263],1,1,1,1,0.8005263,0.8005263,4.8005263,1
[0.3884501],0,0,0,1,0.3884501,0.3884501,1.3884501,0
[0.7044276],1,1,1,1,0.7044276,0.7044276,4.7044276,1
[0.6152029],1,1,1,1,0.6152029,0.6152029,4.6152029,1
[0.7675115],1,1,1,1,0.7675115,0.7675115,4.7675115,1
[0.44879287],0,0,0,0,0.44879287,0.44879287,0.44879287,0
[0.5864785],1,1,1,1,0.5864785,0.5864785,4.5864785,1
[0.40328762],1,0,0,1,0.40328762,0.40328762,2.40328762,0
[0.6162995],1,1,1,1,0.6162995,0.6162995,4.6162995,1
[0.6288252],1,1,1,1,0.6288252,0.6288252,4.6288252,1
[0.36622274],0,0,0,0,0.36622274,0.36622274,0.36622274,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.51362145],0,0,0,0,0.51362145,0.51362145,0.51362145,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5970121],1,0,0,1,0.5970121,0.5970121,2.5970121,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.627721],0,1,1,1,0.627721,0.627721,3.627721,0
[0.38098913],0,0,0,1,0.38098913,0.38098913,1.38098913,0
[0.6982002],1,1,1,1,0.6982002,0.6982002,4.6982002,1
[0.49130237],0,0,0,0,0.49130237,0.49130237,0.49130237,0
[0.54380167],0,1,1,1,0.54380167,0.54380167,3.54380167,0
[0.4948062],0,0,1,0,0.4948062,0.4948062,1.4948062,0
[0.44387028],0,0,0,1,0.44387028,0.44387028,1.44387028,0
[0.65678847],0,1,1,1,0.65678847,0.65678847,3.65678847,0
[0.28957006],1,0,0,1,0.28957006,0.28957006,2.28957006,0
[0.76739717],1,1,1,1,0.76739717,0.76739717,4.76739717,1
[0.7335974],0,1,1,1,0.7335974,0.7335974,3.7335974,0
[0.5229814],0,1,1,1,0.5229814,0.5229814,3.5229814,0
[0.51736987],1,1,1,1,0.51736987,0.51736987,4.51736987,1
[0.74897534],1,1,1,1,0.74897534,0.74897534,4.74897534,1
[0.5831778],1,1,1,1,0.5831778,0.5831778,4.5831778,1
[0.3139209],0,0,0,0,0.3139209,0.3139209,0.3139209,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.71755266],1,1,1,1,0.71755266,0.71755266,4.71755266,1
[0.6243196],1,1,1,1,0.6243196,0.6243196,4.6243196,1
[0.47245783],1,1,1,1,0.47245783,0.47245783,4.47245783,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.56001115],1,1,1,1,0.56001115,0.56001115,4.56001115,1
[0.7757374],0,1,1,1,0.7757374,0.7757374,3.7757374,0
[0.63364816],1,1,1,1,0.63364816,0.63364816,4.63364816,1
[0.5406834],1,0,0,1,0.5406834,0.5406834,2.5406834,0
[0.4653632],1,1,1,1,0.4653632,0.4653632,4.4653632,1
[0.57203364],0,1,1,1,0.57203364,0.57203364,3.57203364,0
[0.5599623],0,1,1,1,0.5599623,0.5599623,3.5599623,0
[0.55699253],1,1,1,1,0.55699253,0.55699253,4.55699253,1
[0.5349587],0,1,1,1,0.5349587,0.5349587,3.5349587,0
[0.788625],1,1,1,1,0.788625,0.788625,4.788625,1
[0.6365352],1,1,1,1,0.6365352,0.6365352,4.6365352,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5876864],1,1,1,1,0.5876864,0.5876864,4.5876864,1
[0.7886247],1,1,1,1,0.7886247,0.7886247,4.7886247,1
[0.6347192],1,1,1,1,0.6347192,0.6347192,4.6347192,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.69820905],1,1,1,1,0.69820905,0.69820905,4.69820905,1
[0.6553323],1,1,1,1,0.6553323,0.6553323,4.6553323,1
[0.45663136],1,0,1,1,0.45663136,0.45663136,3.45663136,0
[0.5864364],1,1,1,1,0.5864364,0.5864364,4.5864364,1
[0.49941933],0,1,1,1,0.49941933,0.49941933,3.49941933,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.49661478],0,0,1,1,0.49661478,0.49661478,2.49661478,0
[0.47975588],0,0,0,0,0.47975588,0.47975588,0.47975588,0
[0.5421977],1,1,1,1,0.5421977,0.5421977,4.5421977,1
[0.64159274],0,1,1,1,0.64159274,0.64159274,3.64159274,0
[0.77647555],1,1,1,1,0.77647555,0.77647555,4.77647555,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.58964735],1,1,1,1,0.58964735,0.58964735,4.58964735,1
[0.58223015],1,1,1,1,0.58223015,0.58223015,4.58223015,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.55601084],0,0,0,1,0.55601084,0.55601084,1.55601084,0
[0.52473795],1,1,1,1,0.52473795,0.52473795,4.52473795,1
[0.66771424],1,1,1,1,0.66771424,0.66771424,4.66771424,1
[0.8339892],1,1,1,1,0.8339892,0.8339892,4.8339892,1
[0.5551814],0,1,1,1,0.5551814,0.5551814,3.5551814,0
[0.7352352],1,1,1,1,0.7352352,0.7352352,4.7352352,1
[0.55880016],1,1,1,1,0.55880016,0.55880016,4.55880016,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.70455873],1,1,1,1,0.70455873,0.70455873,4.70455873,1
[0.50504684],0,1,1,1,0.50504684,0.50504684,3.50504684,0
[0.42171457],1,0,0,1,0.42171457,0.42171457,2.42171457,0
[0.5569184],1,1,1,1,0.5569184,0.5569184,4.5569184,1
[0.76499945],1,1,1,1,0.76499945,0.76499945,4.76499945,1
[0.35838595],0,0,0,0,0.35838595,0.35838595,0.35838595,0
[0.60377294],1,1,1,1,0.60377294,0.60377294,4.60377294,1
[0.74133766],1,1,1,1,0.74133766,0.74133766,4.74133766,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.5577626],0,1,1,1,0.5577626,0.5577626,3.5577626,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6063684],1,1,1,1,0.6063684,0.6063684,4.6063684,1
[0.55759895],1,1,1,1,0.55759895,0.55759895,4.55759895,1
[0.8144462],1,1,1,1,0.8144462,0.8144462,4.8144462,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.46203053],0,0,0,0,0.46203053,0.46203053,0.46203053,0
[0.59284884],1,1,1,1,0.59284884,0.59284884,4.59284884,1
[0.48990804],0,0,0,0,0.48990804,0.48990804,0.48990804,0
[0.66310936],1,1,1,1,0.66310936,0.66310936,4.66310936,1
[0.7072395],0,1,1,1,0.7072395,0.7072395,3.7072395,0
[0.5175103],0,0,0,0,0.5175103,0.5175103,0.5175103,0
[0.6018524],1,1,1,1,0.6018524,0.6018524,4.6018524,1
[0.5328857],0,0,0,1,0.5328857,0.5328857,1.5328857,0
[0.55292076],1,1,1,1,0.55292076,0.55292076,4.55292076,1
[0.2638751],1,0,0,0,0.2638751,0.2638751,1.2638751,0
[0.34983158],1,0,0,0,0.34983158,0.34983158,1.34983158,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5110854],0,0,1,0,0.5110854,0.5110854,1.5110854,0
[0.67965937],1,1,1,1,0.67965937,0.67965937,4.67965937,1
[0.42299205],0,0,0,1,0.42299205,0.42299205,1.42299205,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.33352765],0,0,0,0,0.33352765,0.33352765,0.33352765,0
[0.31089985],0,0,0,0,0.31089985,0.31089985,0.31089985,0
[0.5484625],1,1,1,1,0.5484625,0.5484625,4.5484625,1
[0.55818737],0,1,1,1,0.55818737,0.55818737,3.55818737,0
[0.5050278],0,0,0,1,0.5050278,0.5050278,1.5050278,0
[0.67330104],0,1,1,1,0.67330104,0.67330104,3.67330104,0
[0.6020063],1,1,1,1,0.6020063,0.6020063,4.6020063,1
[0.60864556],1,1,1,1,0.60864556,0.60864556,4.60864556,1
[0.48370627],0,0,0,0,0.48370627,0.48370627,0.48370627,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.51621145],0,0,0,1,0.51621145,0.51621145,1.51621145,0
[0.5718768],1,1,1,1,0.5718768,0.5718768,4.5718768,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7174396],1,1,1,1,0.7174396,0.7174396,4.7174396,1
[0.42607856],1,0,0,0,0.42607856,0.42607856,1.42607856,0
[0.55792916],0,1,1,1,0.55792916,0.55792916,3.55792916,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6395712],0,1,1,1,0.6395712,0.6395712,3.6395712,0
[0.6375042],1,1,1,1,0.6375042,0.6375042,4.6375042,1
[0.5894588],1,1,1,1,0.5894588,0.5894588,4.5894588,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.69303685],1,1,1,1,0.69303685,0.69303685,4.69303685,1
[0.5873145],0,1,1,1,0.5873145,0.5873145,3.5873145,0
[0.7861895],1,1,1,1,0.7861895,0.7861895,4.7861895,1
[0.6469574],1,1,1,1,0.6469574,0.6469574,4.6469574,1
[0.6694629],1,0,1,1,0.6694629,0.6694629,3.6694629,0
[0.5020381],0,1,1,1,0.5020381,0.5020381,3.5020381,0
[0.57029533],0,1,1,0,0.57029533,0.57029533,2.57029533,0
[0.5658362],1,1,1,1,0.5658362,0.5658362,4.5658362,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.48807433],0,0,1,0,0.48807433,0.48807433,1.48807433,0
